Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
4643, Diamond Pharmacy Services, 24%, $224.2 million, Health, 775, Indiana, PA
4644, Advanced Vision Research, 24%, $22.2 million, Health, 13, Woburn, MA
4645, Software Folks, 23%, $12.5 million, IT Services, 10, Iselin, NJ
4646, PC Laptops, 23%, $12 million, Computer Hardware, 84, South Jordan, UT
4647, Westshare Services, 23%, $3.4 million, Business Products & Services, 30, Snohomish, WA
4648, Ribbons Express, 23%, $33.7 million, Business Products & Services, 49, Cherry Hill, NJ
4649, Victory Personnel Services, 23%, $20.6 million, Human Resources, 350, Milwaukee, WI
4650, Trafficade Service, 23%, $18 million, Logistics & Transportation, 150, Phoenix, AZ
4651, Attain Technologies, 23%, $4.2 million, IT Services, 20, Englewood, CO
4652, National Truck Staffing, 23%, $3.5 million, Human Resources, 55, Fort Smith, AR
4652, CoreStates, 23%, $17.9 million, Engineering, 113, Duluth, GA
4653, APT Research, 23%, $12.6 million, Engineering, 95, Huntsville, AL
4654, The Betty Mills Company, 23%, $12.9 million, Business Products & Services, 20, San Mateo, CA
4655, Southern Diversified Technologies, 23%, $27.1 million, Telecommunications, 260, Brookhaven, MS
4656, FinCor Holdings, 23%, $97.1 million, Insurance, 193, Lansing, MI
4657, Luth Research, 23%, $13.7 million, Advertising & Marketing, 212, San Diego, CA
4658, Innoveer Solutions, 23%, $14.1 million, Business Products & Services, 120, Boston, MA
4659, CJ Pony Parts, 23%, $16.8 million, Retail, 50, Harrisburg, PA
4660, GB Collects, 23%, $3.4 million, Financial Services, 50, West Berlin, NJ
4662, The Duggan Rhodes Group, 23%, $3.2 million, Business Products & Services, 21, Pittsburgh, PA
4663, Convergenz, 23%, $39.8 million, Human Resources, 400, McLean, VA
4664, Neotrope, 23%, $340549, Advertising & Marketing, 3, Torrance, CA
4665, Adcolor, 23%, $5.1 million, Manufacturing, 59, Lexington, KY
4666, Epicurean Culinary Group, 22%, $11.7 million, Food & Beverage, 350, Centennial, CO
4667, Airmate, 22%, $3.7 million, Manufacturing, 55, Bryan, OH
4668, AmazingMail, 22%, $14.7 million, Advertising & Marketing, 65, Scottsdale, AZ
4669, AccuRec, 22%, $15.8 million, Consumer Products & Services, 8, Duluth, GA
4670, BarCharts, 22%, $13.3 million, Media, 40, Boca Raton, FL
4671, ISWest, 22%, $8.1 million, IT Services, 20, Agoura Hills, CA
4672, Pacific Pavingstone, 22%, $14.2 million, Construction, 126, Sun Valley, CA
4673, Nina Plastics, 22%, $31.8 million, Manufacturing, 121, Orlando, FL
4674, MedForce, 22%, $4.8 million, Health, 102, Fairfax, VA
4675, ILD Telecommunications, 22%, $118.2 million, Telecommunications, 340, Ponte Vedra Beach, FL
4676, Progressive Employer Services, 22%, $35.8 million, Human Resources, 125, Sarasota, FL
4677, Suite Solutions, 22%, $3.7 million, Business Products & Services, 5, Los Alamitos, CA
4678, IND, 22%, $2.7 million, IT Services, 21, Parsippany, NJ
4679, Sunrise Digital, 22%, $3.5 million, Manufacturing, 15, Chicago, IL
4680, Upp Technology, 22%, $23.1 million, IT Services, 88, Downers Grove, IL
4681, ABC Security Service, 22%, $9.5 million, Security, 249, Oakland, CA
4682, Portable Church Industries, 22%, $6.8 million, Business Products & Services, 30, Troy, MI
4683, CRI, 21%, $20 million, Government Services, 124, McLean, VA
4684, HumanCentric Technologies, 21%, $5.8 million, Business Products & Services, 55, Cary, NC
4685, Sterling Staffing, 21%, $31.6 million, Engineering, 450, Elmhurst, IL
4686, Computer System Designers, 21%, $19.6 million, Government Services, 234, Oklahoma City, OK
4687, Barrister Global Services Network, 21%, $15.3 million, IT Services, 121, Hammond, LA
4688, KiZAN Technologies, 21%, $4.3 million, IT Services, 40, Louisville, KY
4689, Schneider Associates, 21%, $4.4 million, Advertising & Marketing, 23, Boston, MA
4690, Meteor Express, 21%, $22 million, Logistics & Transportation, 115, Scottsboro, AL
4691, Axis Group, 21%, $6.1 million, IT Services, 35, Berkeley Heights, NJ
4692, EPIC Systems, 21%, $9.9 million, Engineering, 50, St. Louis, MO
4693, Fulfillment Corporation of America, 21%, $14.1 million, Business Products & Services, 130, Beaverton, OR
4694, Lyons Companies, 21%, $10.9 million, Insurance, 48, Wilmington, DE
4695, Service By Medallion, 20%, $20.6 million, Business Products & Services, 600, San Mateo, CA
4696, Lucas Group, 20%, $63.6 million, Human Resources, 275, Atlanta, GA
4697, Parker Interior Plantscape, 20%, $9.8 million, Business Products & Services, 180, Scotch Plains, NJ
4698, Spring Works Utah, 20%, $2.2 million, Manufacturing, 20, Woods Cross, UT
4699, Carolina Legal Staffing, 20%, $3.3 million, Human Resources, 9, Charlotte, NC
4700, Dental Select, 20%, $14.4 million, Insurance, 93, Salt Lake City, UT
4701, Super Warehouse, 20%, $50.4 million, Computer Hardware, 55, San Diego, CA
4702, McKinley Financial Services, 20%, $120 million, Insurance, 32, Fort Lauderdale, FL
4703, A1Express Delivery Service, 20%, $4.8 million, Logistics & Transportation, 16, Atlanta, GA
4704, Kilgannon, 20%, $5.6 million, Advertising & Marketing, 37, Atlanta, GA
4705, Vision Land Consultants, 20%, $5.5 million, Engineering, 35, Golden, CO
4706, Fast-Fix Jewelry, 20%, $56.5 million, Retail, 825, Delray Beach, FL
4707, Aussie Pet Mobile, 20%, $7.6 million, Consumer Products & Services, 22, Dana Point, CA
4708, Classic Instruments, 20%, $2.6 million, Manufacturing, 21, Boyne City, MI
4709, Highland Forwarding, 20%, $8.9 million, Logistics & Transportation, 11, Bedford, NH
4710, Arlington Resources, 20%, $6 million, Human Resources, 25, Rolling Meadows, IL
4711, First National Bank of Dryden, 20%, $5.5 million, Financial Services, 34, Dryden, NY
4712, CorpDirect Agents, 20%, $3.1 million, Business Products & Services, 21, Tallahassee, FL
4713, Ameritel Communications, 20%, $14.7 million, Business Products & Services, 67, Gaithersburg, MD
4714, Toolmex, 20%, $37.6 million, Manufacturing, 55, Natick, MA
4715, Edgetech I.G., 20%, $62.9 million, Consumer Products & Services, 202, Cambridge, OH
4716, E Roberts Alley & Associates, 19%, $8.7 million, Environmental Services, 70, Nashville, TN
4717, Claris Networks, 19%, $5.6 million, IT Services, 32, Knoxville, TN
4718, Sundance Vacations, 19%, $35.7 million, Travel, 1581, Wilkes-Barre, PA
4719, Keller Williams Realty, 19%, $107.2 million, Real Estate, 169, Austin, TX
4720, CompuNet Consulting Group, 19%, $2 million, IT Services, 9, Alpharetta, GA
4721, Navarro Research and Engineering, 19%, $49.6 million, Government Services, 370, Oak Ridge, TN
4722, Strategic Staffing Solutions (Indianapolis IN), 19%, $3.8 million, Human Resources, 5, Indianapolis, IN
4723, Food Systems Unlimited, 19%, $44 million, Food & Beverage, 625, Longwood, FL
4724, Replico, 19%, $17.8 million, Logistics & Transportation, 30, Gilroy, CA
4725, Mainthia Technologies, 19%, $21.9 million, Government Services, 140, Cleveland, OH
4726, Advanced Health Education Center, 19%, $9.1 million, Health, 105, Houston, TX
4727, Stratix, 19%, $106.2 million, IT Services, 140, Norcross, GA
4728, DGE, 19%, $5.6 million, Engineering, 40, Rochester Hills, MI
4729, MicroMo Electronics, 19%, $62 million, Manufacturing, 76, Clearwater, FL
4730, CS Technology, 19%, $6.4 million, IT Services, 34, New York, NY
4731, The Lloyd Group, 18%, $8.3 million, IT Services, 48, New York, NY
4732, Atkinson-Baker, 18%, $31.3 million, Business Products & Services, 166, Glendale, CA
4733, Petra, 18%, $56.5 million, Construction, 80, Meridian, ID
4734, California Deluxe Windows Industries, 18%, $14.7 million, Manufacturing, 49, Chatsworth, CA
4735, Keating Magee Marketing Communications, 18%, $3 million, Advertising & Marketing, 21, New Orleans, LA
4736, Golf Etc. of America, 18%, $3.2 million, Retail, 14, Granbury, TX
4737, Aluf Plastics, 18%, $95.5 million, Manufacturing, 294, Orangeburg, NY
4738, Spillman Technologies, 18%, $24.9 million, Software, 205, Salt Lake City, UT
4739, TAPCO, 18%, $27.6 million, Manufacturing, 110, BROWN DEER, WI
4740, Chute Gerdeman Retail, 18%, $5.8 million, Advertising & Marketing, 38, Columbus, OH
4741, ARRC Technology, 18%, $6.4 million, IT Services, 44, Bakersfield, CA
4742, ARC Paper, 18%, $14.1 million, Consumer Products & Services, 42, Las Vegas, NV
4743, Trinity Real Estate Solutions, 18%, $5.8 million, Real Estate, 35, Dallas, TX
4744, Second Wind, 18%, $6.6 million, Energy, 33, Somerville, MA
4745, Ly Brothers, 18%, $41 million, Food & Beverage, 242, Hayward, CA
4746, A+ Mortgage Services, 17%, $219.3 million, Financial Services, 19, Muskego, WI
4747, Capture Technologies, 17%, $10.8 million, Security, 50, Oakland, CA
4748, Benchmark Hospitality International, 17%, $325.6 million, Travel, 4214, The Woodlands, TX
4749, radius financial group, 17%, $3.8 million, Financial Services, 34, Norwell, MA
4750, Distribution Video & Audio (DVA), 17%, $19.2 million, Consumer Products & Services, 40, Palm Harbor, FL
4751, Syncroness, 17%, $5.2 million, Engineering, 43, Westminster, CO
4752, Trident Contract Management, 17%, $8.8 million, IT Services, 10, Madison, WI
4753, Belfor Holdings, 17%, $976.7 million, Construction, 1511, Birmingham, MI
4754, Tropical Smoothie Cafe, 17%, $9.9 million, Food & Beverage, 19, Destin, FL
4755, HVAC Technologies, 17%, $2.3 million, Construction, 19, Statesville, NC
4756, Landis Construction, 17%, $8.5 million, Construction, 35, Washington, DC
4757, Direct Dimensions, 17%, $3 million, Engineering, 21, Owings Mills, MD
4758, R&R Engineering, 17%, $15.6 million, Manufacturing, 46, Summitville, IN
4759, Standard Wire & Cable, 17%, $12.9 million, Manufacturing, 41, Rancho Dominguez, CA
4760, Triple T Transport, 17%, $74.9 million, Logistics & Transportation, 42, Lewis Center, OH
4761, TSAworld, 17%, $7.5 million, Business Products & Services, 27, Norcross, GA
4762, Smooth Fitness, 17%, $26.2 million, Retail, 34, King of Prussia, PA
4763, EnviroTrac, 17%, $24.5 million, Environmental Services, 130, Yaphank, NY
4764, Vickie Milazzo Institute, 17%, $13.9 million, Education, 27, Houston, TX
4765, M-L Holdings, 17%, $185 million, Construction, 360, Baltimore, MD
4766, ath Power Consulting, 17%, $3.5 million, Advertising & Marketing, 44, Andover, MA
4767, TAJ Technologies, 16%, $28.9 million, IT Services, 117, Mendota Heights, MN
4768, Boz Electrical Contractors, 16%, $9 million, Construction, 65, Vernon, NJ
4769, Safespan Platform Systems, 16%, $9.8 million, Construction, 50, Tonawanda, NY
4770, Mass Integrated Systems, 16%, $7.5 million, Computer Hardware, 12, Newburyport, MA
4771, Way To Be, 16%, $8.1 million, Advertising & Marketing, 22, Hayward, CA
4772, Express Employment Professionals, 16%, $1.8 billion, Human Resources, 231, Oklahoma City, OK
4773, Spectrum Industries, 16%, $24.5 million, Manufacturing, 180, Chippewa Falls, WI
4774, Fine Promotions, 16%, $2.1 million, Advertising & Marketing, 10, Indianapolis, IN
4775, DSCI, 16%, $29.9 million, Telecommunications, 81, Waltham, MA
4776, Cellwaves, 16%, $14.7 million, Telecommunications, 9, Hicksville, NY
4777, FastBucks Holding Corporation, 16%, $17 million, Financial Services, 140, Dallas, TX
4778, Central States Trucking, 16%, $35.6 million, Logistics & Transportation, 300, Bensenville, IL
4779, L&J Transportation, 15%, $4.9 million, Logistics & Transportation, 43, Temple, PA
4780, Telecommunications Development, 15%, $7.3 million, Government Services, 46, Washington, DC
4781, Mindspan Systems Inc., 15%, $1.5 million, IT Services, 11, Norcross, GA
4782, Genica, 15%, $164.7 million, Computer Hardware, 237, Oceanside, CA
4783, Intertech, 15%, $6.9 million, IT Services, 33, Eagan, MN
4784, Fusion Academy and Learning Center, 15%, $2.4 million, Education, 31, Solana Beach, CA
4785, Safety Technology International, 15%, $12.4 million, Security, 38, Waterford, MI
4786, Coverall Health-Based Cleaning System, 15%, $224.4 million, Business Products & Services, 409, Boca Raton, FL
4787, Premium Productions, 15%, $8.7 million, Advertising & Marketing, 20, Pleasantville, NY
4788, A2Z Environmental Group, 15%, $7.4 million, Construction, 45, Baltimore, MD
4789, DMG Federal, 15%, $6.4 million, IT Services, 43, Newport News, VA
4790, Sunbelt Software, 15%, $12.2 million, Software, 129, Clearwater, FL
4791, Sonny's Enterprises, 15%, $59 million, Manufacturing, 138, Tamarac, FL
4792, Weaver & Holihan, 15%, $2.3 million, Advertising & Marketing, 8, Kennett Square, PA
4793, ASAP Towing & Storage, 14%, $3.5 million, Logistics & Transportation, 35, Jacksonville, FL
4794, Mitratech, 14%, $16.5 million, Software, 80, Los Angeles, CA
4795, Topp Portable Air, 14%, $21 million, Manufacturing, 87, Aston, PA
4796, Logical Systems, 58%, $14.7 million, Engineering, 70, Bartlett, TN
4797, DocuSource of NC, 14%, $4.8 million, Consumer Products & Services, 37, Morrisville, NC
4798, Ambassador Services, 14%, $5.6 million, Construction, 40, Owings Mills, MD
4799, Genesis10, 14%, $123 million, Human Resources, 440, New York, NY
4800, M. Lavine Design Workshop, 14%, $2.9 million, Manufacturing, 15, Waite Park, MN
4801, HSA Engineers & Scientists, 14%, $29.1 million, Engineering, 211, Tampa, FL
4802, Consorta, 14%, $79.1 million, Health, 50, Schaumburg, IL
4803, Lopez Negrete Communications, 14%, $23 million, Advertising & Marketing, 165, Houston, TX
4804, CPE Electric, 14%, $2.4 million, Construction, 21, Wolcott, CT
4805, World Emblem International, 14%, $18.8 million, Business Products & Services, 500, N. Miami, FL
4806, Marissa Collections, 14%, $10.9 million, Retail, 43, Naples, FL
4807, POS World, 13%, $14.9 million, Business Products & Services, 14, Atlanta, GA
4808, Hammer Packaging, 13%, $83.6 million, Manufacturing, 368, Rochester, NY
4809, Storm Smart Building Systems, 13%, $11.4 million, Construction, 117, Fort Myers, FL
4810, Amalgamated Life Insurance Company, 13%, $99.6 million, Insurance, 570, White Plains, NY
4811, WCS Lending, 13%, $18.1 million, Financial Services, 250, Boca Raton, FL
4812, Bakery Barn, 13%, $5.6 million, Food & Beverage, 33, Pittsburgh, PA
4813, Syscom Technologies, 13%, $36 million, IT Services, 48, Marietta, GA
4814, Blue & Associates, 12%, $7.8 million, Construction, 16, Austin, TX
4815, Clover Technologies Group, 12%, $223.1 million, Manufacturing, 2, Ottawa, IL
4816, Standing Partnership, 12%, $3.4 million, Advertising & Marketing, 25, St. Louis, MO
4817, Southern Manufacturing Group, 12%, $2.7 million, Manufacturing, 41, Morrison, TN
4818, Brook Furniture Rental, 12%, $60.8 million, Business Products & Services, 373, Lake Forest, IL
4819, Oracle Packaging, 12%, $188.6 million, Manufacturing, 400, Tulsa, OK
4820, Blue Ocean Press, 11%, $6.1 million, Business Products & Services, 45, Fort Lauderdale, FL
4821, Morgan Southern, 11%, $59.4 million, Logistics & Transportation, 500, Conley, GA
4822, 2Checkout.com, 11%, $214.1 million, Financial Services, 107, Columbus, OH
4823, American Specialty Health, 11%, $134.8 million, Health, 681, San Diego, CA
4824, Ettain Group, 11%, $29 million, IT Services, 325, Charlotte, NC
4825, LifeWave, 11%, $16.7 million, Consumer Products & Services, 21, San Diego, CA
4826, ABG Capital, 11%, $16.4 million, Financial Services, 40, Pittsburgh, PA
4827, ABC Supply, 11%, $2.9 million, Construction, 5141, Beloit, WI
4828, ShuBee, 11%, $3.1 million, Business Products & Services, 18, Macon, GA
4829, Abt Electronics, 11%, $310 million, Retail, 1200, Glenview, IL
4830, Hutchcraft Van Service, 11%, $3 million, Logistics & Transportation, 34, Urbana, IL
4832, Wunderlich-Malec, 11%, $42.1 million, Engineering, 170, Minnetonka, MN
4833, Decisive Analytics, 11%, $36.7 million, Government Services, 160, Arlington, VA
4834, Lighten the Load, 10%, $4.3 million, Logistics & Transportation, 18, Itasca, IL
4835, NextComputing, 10%, $7.4 million, Computer Hardware, 31, Nashua, NH
4836, CR Software, 10%, $9.8 million, Software, 98, Fairfax, VA
4837, Impex Group, 10%, $11.5 million, Manufacturing, 20, Houston, TX
4838, Apple-Metro, 10%, $119.2 million, Food & Beverage, 2800, Harrison, NY
4839, Data Systems Analysts, 10%, $34.9 million, Government Services, 162, Trevose, PA
4840, Empirix, 10%, $53.3 million, IT Services, 225, Bedford, MA
4841, 11th Hour Business Solutions, 10%, $7 million, Business Products & Services, 100, Orlando, FL
4842, Shark Industries, 9%, $4.5 million, Manufacturing, 25, ROCKFORD, MN
4843, International Software Systems, 9%, $5.5 million, IT Services, 48, Greenbelt, MD
4844, Planes Companies, 9%, $83.1 million, Logistics & Transportation, 415, West Chester, OH
4845, Bread & Co., 9%, $10.1 million, Food & Beverage, 160, Nashville, TN
4846, GTS Refreshment Services, 9%, $5.8 million, Food & Beverage, 41, Kingsport, TN
4847, geographIT, 9%, $2.4 million, Government Services, 24, Lancaster, PA
4848, Jacobs Agency, 9%, $3 million, Advertising & Marketing, 15, Chicago, IL
4850, Jenkins Group, 9%, $1.9 million, Media, 15, Traverse City, MI
4851, Technology Staffing On Call, 9%, $2.2 million, Human Resources, 6, New York, NY
4852, Mobileation, 9%, $2.3 million, Retail, 6, Anthem, AZ
